short_name,nationality_name,overall,potential,value_eur,international_reputation,pace,shooting,passing,defending,physic,player_positions
Erick Gameira,Brazil,75,75,7000000.0,1,83.0,75.0,58.0,29.0,59.0,"ST, CF"
K. Laifis,Cyprus,75,77,7000000.0,1,65.0,62.0,71.0,75.0,74.0,"CB, LB"
L. Bénes,Slovakia,75,81,9000000.0,1,60.0,70.0,77.0,42.0,60.0,"CAM, CM"
G. Cimirot,Bosnia and Herzegovina,75,75,7000000.0,1,67.0,67.0,71.0,70.0,73.0,"CM, CDM"
D. Hovorka,Czech Republic,75,79,7500000.0,1,77.0,39.0,63.0,74.0,77.0,CB
Z. Vanheusden,Belgium,75,86,10000000.0,1,61.0,45.0,63.0,76.0,72.0,CB
Francisco Trincão,Portugal,75,88,12500000.0,1,79.0,70.0,70.0,37.0,67.0,"RW, LW"
M. Burda,Ukraine,75,82,8500000.0,1,65.0,23.0,43.0,77.0,74.0,"CB, RB, LB"
E. Owusu,France,75,83,9000000.0,1,69.0,53.0,69.0,71.0,77.0,"CDM, CM"
F. Bastians,Germany,75,75,4900000.0,1,61.0,60.0,68.0,76.0,79.0,"CB, LB"
K. Kanga,Gabon,75,75,7000000.0,1,75.0,69.0,74.0,49.0,65.0,"CAM, CM"
S. Ribas,Uruguay,75,75,6500000.0,1,71.0,75.0,52.0,30.0,77.0,ST
W. Saïd,France,75,81,9500000.0,1,77.0,74.0,68.0,29.0,57.0,"ST, RW, LW"
K. Möhwald,Germany,75,78,8000000.0,1,59.0,70.0,76.0,61.0,67.0,"CM, CAM"
V. Cantillo,Colombia,75,80,8000000.0,1,67.0,39.0,65.0,68.0,77.0,CDM
E. Velázquez,Uruguay,75,81,8000000.0,1,51.0,47.0,49.0,76.0,76.0,CB
O. Aina,Nigeria,75,84,10500000.0,1,87.0,61.0,70.0,70.0,75.0,"LM, RM, RB"
Marcos Guilherme,Brazil,75,81,9000000.0,1,88.0,66.0,71.0,40.0,54.0,"RM, LM"
J. Lucumi,Colombia,75,84,9500000.0,1,70.0,28.0,54.0,74.0,76.0,"CB, LB"
Cláudio Falcão,Brazil,75,79,8000000.0,1,66.0,65.0,69.0,72.0,77.0,"CDM, CM"
Ivanildo Fernandes,Portugal,75,84,9500000.0,1,62.0,28.0,48.0,74.0,81.0,CB
L. Tawamba,Cameroon,75,75,6500000.0,1,75.0,74.0,49.0,24.0,77.0,ST
M. Saito,Japan,75,75,4200000.0,1,88.0,66.0,66.0,23.0,60.0,"LM, LW, CAM"
J. Brabec,Czech Republic,75,77,7000000.0,1,68.0,51.0,60.0,74.0,74.0,CB
L. Viatri,Argentina,75,75,5500000.0,1,60.0,74.0,61.0,38.0,70.0,ST
J. Morris,United States,75,76,6500000.0,1,90.0,70.0,67.0,37.0,82.0,"LM, ST, RM"
G. Silva,Uruguay,75,78,7000000.0,1,69.0,55.0,69.0,74.0,74.0,"LB, CB"
Mattheus Oliveira,Brazil,75,82,6000000.0,1,69.0,68.0,72.0,51.0,66.0,"CAM, CM, RW, LW"
Derley,Brazil,75,78,4300000.0,1,71.0,76.0,58.0,33.0,75.0,ST
F. Rossi,Italy,75,79,2700000.0,1,69.0,57.0,75.0,69.0,62.0,"CDM, CM"
I. Hajrović,Bosnia and Herzegovina,75,83,2900000.0,1,81.0,76.0,72.0,42.0,62.0,"RM, ST"
E. Arévalo Ríos,Uruguay,75,75,1800000.0,1,68.0,58.0,68.0,73.0,78.0,"CDM, CM"
Candeias,Portugal,75,79,3900000.0,1,81.0,71.0,70.0,44.0,65.0,"LM, RM, LW"
M. Pektemek,Turkey,75,78,4200000.0,1,79.0,73.0,65.0,38.0,78.0,CF
S. Wamangituka,Congo DR,75,85,12500000.0,1,89.0,71.0,61.0,52.0,70.0,"RM, LM, ST"
M. Frýdek,Czech Republic,75,75,5000000.0,1,75.0,68.0,71.0,69.0,80.0,"LB, CDM"
C. Espinoza,Argentina,75,76,6500000.0,1,83.0,66.0,70.0,40.0,63.0,RM
L. Villarruel,Argentina,75,75,4800000.0,1,72.0,63.0,69.0,72.0,73.0,"CDM, CM"
N. Noveski,North Macedonia,75,75,550000.0,2,44.0,45.0,51.0,78.0,79.0,CB
G. Zan,Turkey,75,75,2000000.0,2,41.0,44.0,52.0,77.0,78.0,CB
M. Essien,Ghana,75,75,2100000.0,3,64.0,68.0,70.0,74.0,77.0,CDM
S. Domínguez,Argentina,75,75,1500000.0,1,47.0,45.0,52.0,77.0,71.0,CB
W. Brown,England,75,75,1000000.0,2,60.0,29.0,54.0,77.0,73.0,CB
D. Perquis,Poland,75,75,2500000.0,1,55.0,39.0,54.0,75.0,83.0,CB
E. Eboué,Côte d'Ivoire,75,75,2300000.0,2,83.0,68.0,67.0,72.0,74.0,"RB, RM"
M. Williamson,England,75,75,2500000.0,2,57.0,35.0,54.0,77.0,75.0,CB
S. Riether,Germany,75,75,2300000.0,2,76.0,57.0,71.0,74.0,70.0,"RB, CDM"
Corominas,Spain,75,75,3100000.0,1,77.0,71.0,63.0,34.0,68.0,"CAM, RM, LM, ST"
Borja Oubiña,Spain,75,75,2400000.0,1,54.0,57.0,78.0,49.0,59.0,"CM, CDM"
K. Commons,Scotland,75,75,3300000.0,2,70.0,76.0,76.0,30.0,67.0,"CAM, RM"
Manu Del Moral,Spain,75,75,3300000.0,2,78.0,75.0,64.0,30.0,60.0,"ST, LM, RM"
B. İrtegün,Turkey,75,75,2500000.0,1,65.0,50.0,59.0,76.0,77.0,"CB, RB"
B. Decordova-Reid,Jamaica,75,75,6000000.0,1,79.0,72.0,69.0,57.0,63.0,"RM, CM, ST"
D. Banguero,Colombia,75,75,4800000.0,1,78.0,59.0,64.0,71.0,80.0,LB
L. Obraniak,Poland,75,75,3600000.0,2,67.0,75.0,76.0,47.0,63.0,"CAM, RM"
D. Salpingidis,Greece,75,75,2800000.0,2,87.0,78.0,70.0,40.0,72.0,"ST, RM, RW, LM"
E. Abidal,France,75,75,1000000.0,3,54.0,32.0,62.0,78.0,69.0,"CB, LB"
D. Lamkel Zé,Cameroon,75,82,9500000.0,1,86.0,69.0,72.0,50.0,76.0,"LM, RM, CAM"
F. Clerc,France,75,75,2300000.0,2,71.0,49.0,69.0,75.0,78.0,RB
B. Bannan,Scotland,75,76,3700000.0,1,75.0,67.0,78.0,36.0,47.0,"RM, CAM, LM, CM"
H. Hosogai,Japan,75,75,2800000.0,2,71.0,57.0,71.0,75.0,73.0,CDM
J. Hegeler,Germany,75,77,3900000.0,2,62.0,62.0,76.0,67.0,73.0,"CM, CAM, RM"
Víctor Pérez,Spain,75,77,3900000.0,1,67.0,66.0,80.0,58.0,65.0,"CM, CDM, CAM"
L. Perea,Colombia,75,75,550000.0,2,81.0,39.0,51.0,75.0,80.0,CB
L. Vyntra,Greece,75,75,1500000.0,1,70.0,52.0,61.0,76.0,75.0,"CB, RB"
Ramon Motta,Brazil,75,78,3500000.0,1,81.0,67.0,73.0,74.0,71.0,"LB, LM"
B. Nuytinck,Netherlands,75,75,3600000.0,1,63.0,40.0,53.0,79.0,70.0,CB
I. Balliu,Albania,75,75,4800000.0,1,81.0,51.0,68.0,70.0,70.0,RB
J. De Sart,Belgium,75,76,6500000.0,1,47.0,72.0,76.0,72.0,71.0,"CM, CDM"
S. Rodríguez,Uruguay,75,75,4800000.0,1,66.0,67.0,73.0,70.0,70.0,"CDM, CM"
U. Saltnes,Norway,75,75,5500000.0,1,75.0,67.0,71.0,69.0,84.0,CM
Akapo,Equatorial Guinea,75,75,4900000.0,1,83.0,52.0,60.0,73.0,75.0,"RB, LB"
Jang Hyeon Soo,Korea Republic,75,75,4600000.0,1,64.0,32.0,58.0,76.0,76.0,CB
F. Ceccherini,Italy,75,75,4600000.0,1,64.0,48.0,58.0,76.0,73.0,CB
R. Quioto,Honduras,75,75,5500000.0,1,85.0,73.0,70.0,22.0,81.0,ST
C. Goodwin,Australia,75,75,5500000.0,1,84.0,70.0,69.0,58.0,75.0,"LM, RM"
C. Arango,Colombia,75,76,6500000.0,1,75.0,74.0,63.0,35.0,72.0,"ST, CAM"
J. Lucero,Argentina,75,75,5500000.0,1,74.0,75.0,62.0,34.0,69.0,ST
D. Verde,Italy,75,76,6500000.0,1,84.0,75.0,70.0,36.0,47.0,"RW, RM, CAM"
J. Sornoza,Ecuador,75,75,5500000.0,1,73.0,73.0,74.0,40.0,47.0,"CAM, CF"
T. De Sutter,Belgium,75,75,4000000.0,2,73.0,73.0,65.0,44.0,82.0,ST
Kevin,Spain,75,75,4900000.0,1,66.0,53.0,67.0,73.0,66.0,"RB, RWB"
A. Zedadka,Algeria,75,76,6000000.0,1,82.0,55.0,65.0,68.0,66.0,RB
T. Hamed,Egypt,75,75,2800000.0,1,62.0,58.0,67.0,74.0,79.0,"CDM, CM"
B. Schmitz,Germany,75,75,5500000.0,1,61.0,50.0,72.0,75.0,73.0,RB
T. Zwane,South Africa,75,75,4500000.0,1,78.0,69.0,71.0,49.0,63.0,"CAM, LW, RW"
Ivi López,Spain,75,75,6000000.0,1,80.0,75.0,71.0,39.0,71.0,"CF, CAM"
L. Morgan,Scotland,75,76,6500000.0,1,85.0,73.0,71.0,63.0,67.0,"LW, CF, RW"
D. McCarty,United States,75,75,3100000.0,1,67.0,54.0,69.0,72.0,75.0,"CDM, CM"
Eguaras,Spain,75,75,4700000.0,1,53.0,56.0,75.0,71.0,74.0,"CDM, CM"
L. Godoy,Argentina,75,76,6000000.0,1,86.0,57.0,66.0,69.0,79.0,"RB, RWB"
A. Pinamonti,Italy,75,80,8500000.0,1,74.0,77.0,53.0,27.0,72.0,ST
C. Carter-Vickers,United States,75,80,7500000.0,1,74.0,29.0,55.0,74.0,81.0,CB
C. Guanca,Argentina,75,75,5500000.0,1,76.0,74.0,72.0,40.0,70.0,"CAM, RW, ST"
J. Siebatcheu,United States,75,77,7000000.0,1,67.0,73.0,60.0,29.0,75.0,ST
A. Robinson,United States,75,77,6500000.0,1,87.0,47.0,66.0,69.0,74.0,"LB, LWB"
M. Gibbs-White,England,75,83,12500000.0,1,76.0,70.0,73.0,57.0,66.0,"CAM, ST, RM"
J. Aribo,Nigeria,75,78,7500000.0,1,80.0,69.0,72.0,68.0,76.0,"CM, CAM"
Diogo Leite,Portugal,75,82,10500000.0,1,60.0,38.0,48.0,77.0,73.0,CB
Aitor,Spain,75,76,6500000.0,1,84.0,71.0,71.0,29.0,56.0,"LW, RW"
A. Obispo,Netherlands,75,81,8000000.0,1,76.0,42.0,60.0,73.0,79.0,CB
Simao Mate,Mozambique,75,77,4100000.0,1,76.0,46.0,58.0,78.0,83.0,"CDM, CB"
A. Gordon,England,75,84,12500000.0,1,82.0,69.0,72.0,37.0,62.0,"LM, RM"
S. Babić,Serbia,75,80,7500000.0,1,56.0,40.0,50.0,75.0,77.0,CB
L. Openda,Belgium,75,83,12500000.0,1,93.0,73.0,64.0,26.0,76.0,ST
X. Simons,Netherlands,75,87,13500000.0,1,85.0,65.0,72.0,55.0,64.0,"CAM, ST, RW"
Cucho Hernández,Colombia,75,80,8500000.0,1,82.0,75.0,66.0,42.0,74.0,"ST, RM, LM"
B. Cuesta,Argentina,75,75,3600000.0,1,67.0,80.0,56.0,27.0,73.0,ST
C. Bassey,Nigeria,75,85,12000000.0,1,85.0,44.0,65.0,73.0,86.0,"CB, LB"
P. Beruatto,Italy,75,81,8500000.0,1,70.0,43.0,59.0,75.0,69.0,LB
M. Trésor,Belgium,75,82,11500000.0,1,79.0,68.0,73.0,29.0,52.0,"LM, CAM"
Santi Comesaña,Spain,75,80,7500000.0,1,58.0,68.0,67.0,73.0,73.0,"CDM, CM, CAM"
Rodrigo Becão,Brazil,75,78,6500000.0,1,49.0,33.0,56.0,78.0,71.0,CB
A. Laurienté,France,75,80,8500000.0,1,78.0,74.0,72.0,35.0,44.0,"RM, RW, ST"
J. Ramsey,England,75,83,12500000.0,1,75.0,74.0,72.0,68.0,76.0,"CM, CAM, RW"
A. Knauff,Germany,75,83,12500000.0,1,87.0,62.0,68.0,51.0,58.0,"RM, LM"
Aguado,Spain,75,78,7500000.0,1,75.0,70.0,73.0,62.0,61.0,"CM, CAM, CDM"
O. Solet,France,75,83,12000000.0,1,83.0,43.0,57.0,73.0,82.0,CB
M. Retegui,Argentina,75,83,12500000.0,1,72.0,76.0,64.0,36.0,76.0,ST
J. El Yamiq,Morocco,75,75,4600000.0,1,86.0,48.0,52.0,74.0,80.0,CB
I. Baba,Ghana,75,80,7500000.0,1,63.0,50.0,64.0,75.0,78.0,"CDM, CM, CB"
M. Sadílek,Czech Republic,75,80,8000000.0,1,73.0,61.0,70.0,72.0,78.0,"CDM, CM, LB"
E. Shomurodov,Uzbekistan,75,76,6500000.0,1,81.0,74.0,63.0,39.0,70.0,"ST, CF"
D. Kyereh,Ghana,75,78,7500000.0,1,81.0,72.0,66.0,24.0,62.0,"CAM, ST"
D. Spence,England,75,84,12000000.0,1,89.0,43.0,58.0,67.0,63.0,"RWB, RB"
Fran Navarro,Spain,75,80,8500000.0,1,68.0,75.0,53.0,41.0,78.0,ST
N. Seiwald,Austria,75,84,12500000.0,1,73.0,62.0,73.0,72.0,74.0,"CM, CDM"
Fran García,Spain,75,83,12000000.0,1,89.0,49.0,66.0,68.0,63.0,"LB, LM"
G. Rutter,France,75,85,12500000.0,1,77.0,74.0,59.0,24.0,64.0,ST
K. Adeyemi,Germany,75,86,12500000.0,1,93.0,76.0,66.0,24.0,69.0,"ST, RM"
Samuel Lino,Brazil,75,83,12500000.0,1,81.0,71.0,67.0,30.0,64.0,"LM, LW"
B. Johnson,Wales,75,85,12500000.0,1,88.0,72.0,67.0,41.0,57.0,"RW, ST"
A. Hickey,Scotland,75,82,10500000.0,1,77.0,55.0,69.0,70.0,58.0,"RB, LB, RWB"
S. Giménez,Mexico,75,84,12500000.0,1,74.0,76.0,67.0,52.0,80.0,ST
A. Moreno,Argentina,75,82,10500000.0,1,74.0,65.0,72.0,70.0,67.0,"CDM, CM"
F. Farías,Argentina,75,85,12000000.0,1,86.0,72.0,69.0,39.0,70.0,"ST, CF, LM"
K. Taylor,Netherlands,75,86,12500000.0,1,76.0,69.0,77.0,64.0,67.0,"CM, CDM"
B. Aaronson,United States,75,83,12500000.0,1,81.0,66.0,70.0,54.0,63.0,"CAM, CM, RM"
M. Gusto,France,75,85,11500000.0,1,87.0,49.0,68.0,68.0,71.0,RB
Víctor Chust,Spain,75,84,12000000.0,1,70.0,30.0,51.0,76.0,69.0,CB
M. Mudryk,Ukraine,75,85,12500000.0,1,88.0,65.0,67.0,44.0,58.0,"LM, CAM"
H. Elliott,England,75,87,13500000.0,1,77.0,63.0,73.0,38.0,45.0,"CAM, CM, RW"
F. Gatti,Italy,75,81,8000000.0,1,66.0,35.0,50.0,77.0,76.0,CB
I. Schranz,Slovakia,75,75,5500000.0,1,83.0,75.0,67.0,65.0,77.0,"RM, RB, ST"
Miguel Crespo,Portugal,75,78,7500000.0,1,68.0,64.0,72.0,74.0,82.0,"CM, CDM"
T. Livramento,England,75,85,11500000.0,1,83.0,47.0,65.0,70.0,67.0,RB
N. Zalewski,Poland,75,87,13500000.0,1,86.0,59.0,70.0,55.0,55.0,LM
E. Wahi,France,75,85,12000000.0,1,82.0,76.0,65.0,31.0,67.0,"ST, LM"
Gabriel Veron,Brazil,75,86,12000000.0,1,86.0,67.0,68.0,28.0,52.0,"RM, LM"
Álex Baena,Spain,75,82,11000000.0,1,76.0,74.0,73.0,59.0,62.0,"RM, ST, CM"
Tiago Tomás,Portugal,75,82,11000000.0,1,87.0,70.0,58.0,38.0,69.0,"ST, RW"
A. Onana,Belgium,75,85,11500000.0,1,74.0,59.0,69.0,72.0,76.0,"CDM, CM"
M. Estigarribia,Paraguay,75,75,6000000.0,1,81.0,66.0,72.0,65.0,73.0,"LM, RM, CM"
S. Dewaest,Belgium,75,77,6500000.0,1,54.0,41.0,46.0,75.0,80.0,CB
D. Gosling,England,75,75,6500000.0,1,56.0,68.0,73.0,70.0,69.0,CM
S. Dursun,Germany,75,75,5500000.0,1,63.0,74.0,54.0,31.0,74.0,ST
F. Sánchez,Argentina,75,75,4800000.0,1,91.0,60.0,62.0,70.0,72.0,"RB, RM, RWB"
A. Katai,Serbia,75,75,7000000.0,1,64.0,76.0,73.0,43.0,67.0,"LM, LW, RW, CAM"
Marlon Santos,Brazil,75,82,8000000.0,1,60.0,44.0,59.0,74.0,74.0,CB
Pedro Rebocho,Portugal,75,78,7000000.0,1,76.0,58.0,69.0,71.0,71.0,LB
M. Mohamed,Egypt,75,84,12500000.0,1,70.0,76.0,57.0,38.0,79.0,ST
David Rodríguez,Spain,75,75,3900000.0,1,81.0,77.0,57.0,34.0,69.0,"ST, CF"
M. Corujo,Uruguay,75,75,2900000.0,1,77.0,61.0,67.0,73.0,79.0,"RB, CM"
M. Hedges,United States,75,75,3500000.0,1,58.0,28.0,51.0,73.0,84.0,CB
R. Bajić,Bosnia and Herzegovina,75,82,9500000.0,1,65.0,74.0,59.0,25.0,68.0,"ST, CAM"
A. Chávez,Argentina,75,78,8500000.0,1,80.0,75.0,67.0,37.0,82.0,"ST, LW"
L. Rizzo,Italy,75,77,8000000.0,1,74.0,61.0,74.0,62.0,74.0,"RM, CM"
Rafa Soares,Portugal,75,83,8500000.0,1,77.0,61.0,71.0,71.0,68.0,LB
R. Bauer,Germany,75,79,7000000.0,1,72.0,51.0,65.0,75.0,77.0,"LB, RB, CB"
Y. Kubo,Japan,75,80,9000000.0,1,83.0,72.0,68.0,42.0,56.0,"CF, CAM, ST"
G. Celis,Colombia,75,80,7500000.0,1,69.0,48.0,63.0,72.0,79.0,CDM
Bruno Moreira,Portugal,75,75,6500000.0,1,61.0,74.0,54.0,32.0,73.0,ST
A. Cohen,Israel,75,75,5500000.0,1,66.0,64.0,64.0,75.0,77.0,"CDM, CM"
Jota Peleteiro,Spain,75,76,8000000.0,1,71.0,70.0,76.0,24.0,60.0,"RW, RM, CAM, LM"
S. Floccari,Italy,75,75,3100000.0,2,66.0,76.0,61.0,24.0,68.0,ST
Guerra,Chile,75,75,5000000.0,1,55.0,40.0,58.0,75.0,76.0,"CB, CDM"
Y,Chile,75,75,7000000.0,1,81.0,71.0,70.0,37.0,55.0,CAM
J,Chile,75,75,7000000.0,1,70.0,73.0,73.0,28.0,63.0,"CAM, CF, ST"
K,Chile,75,75,6500000.0,1,80.0,68.0,75.0,34.0,63.0,"LM, CAM"
O,Chile,75,75,2600000.0,1,82.0,54.0,71.0,72.0,65.0,"RB, RM"
Acevedo,Chile,75,75,5000000.0,1,60.0,50.0,61.0,73.0,78.0,"CB, LB"
C. Brunt,Northern Ireland,75,75,5000000.0,2,59.0,73.0,79.0,67.0,67.0,"RM, LB"
S,Chile,75,75,4000000.0,1,85.0,64.0,67.0,57.0,61.0,"RM, LM, CAM"
Kim Bo Kyung,Korea Republic,75,75,4200000.0,1,81.0,66.0,75.0,59.0,67.0,CM
S. Arfield,Canada,75,75,6500000.0,1,69.0,70.0,74.0,63.0,74.0,"CM, LM"
A. del Valle,Colombia,75,75,6500000.0,1,80.0,76.0,62.0,37.0,68.0,ST
Vitor Bueno,Brazil,75,82,9500000.0,1,73.0,73.0,72.0,37.0,66.0,"CAM, CM, RM"
A. Martynovich,Belarus,75,75,5000000.0,1,73.0,50.0,62.0,77.0,73.0,CB
E. Belkalem,Algeria,75,77,3900000.0,1,54.0,35.0,46.0,76.0,80.0,CB
L. Cadamuro,Algeria,75,75,5000000.0,1,68.0,39.0,66.0,75.0,77.0,"LB, CB"
Y. Donosos,Chile,75,75,7000000.0,1,81.0,71.0,70.0,37.0,55.0,CAM
J. Landiso,Chile,75,75,7000000.0,1,70.0,73.0,73.0,28.0,63.0,"CAM, CF, ST"
E. Merraño,Chile,75,75,7000000.0,1,67.0,69.0,73.0,37.0,51.0,"CAM, CM, LM"
M. Alcoraz,Chile,75,75,5000000.0,1,47.0,46.0,56.0,73.0,79.0,CB
E. Dinsol,Chile,75,75,5000000.0,1,74.0,48.0,69.0,74.0,69.0,"RB, RM"
C. Cordeso,Chile,75,75,6000000.0,1,79.0,56.0,70.0,73.0,66.0,"LB, LM"
V. Guerra,Chile,75,75,5000000.0,1,55.0,40.0,58.0,75.0,76.0,"CB, CDM"
L. Lereas,Chile,75,75,7500000.0,1,69.0,75.0,68.0,42.0,76.0,ST
A. Cambrillo,Chile,75,75,6500000.0,1,73.0,75.0,59.0,27.0,62.0,ST
K. Cordesia,Chile,75,75,6500000.0,1,80.0,68.0,75.0,34.0,63.0,"LM, CAM"
C. Abridego,Chile,75,75,6000000.0,1,69.0,62.0,66.0,72.0,78.0,"CDM, CM"
H. Riffosas,Chile,75,75,5000000.0,1,64.0,40.0,54.0,74.0,78.0,"CB, CDM"
H. Lemonez,Chile,75,75,2700000.0,1,77.0,63.0,69.0,76.0,71.0,"CB, CDM, LB"
O. Budeaga,Chile,75,75,2600000.0,1,82.0,54.0,71.0,72.0,65.0,"RB, RM"
I. Herreras,Chile,75,75,6000000.0,1,82.0,53.0,67.0,73.0,70.0,LB
R. Jardelino,Chile,75,75,5000000.0,1,85.0,63.0,75.0,68.0,72.0,"LB, LM, CAM"
S. Cardenia,Chile,75,75,4000000.0,1,85.0,64.0,67.0,57.0,61.0,"RM, LM, CAM"
J. Badamontes,Chile,75,75,6500000.0,1,82.0,64.0,70.0,26.0,51.0,"LM, RM"
J. Lopendañez,Chile,75,75,6000000.0,1,72.0,57.0,68.0,75.0,69.0,"CDM, CM, CAM"
E. Bolindos,Chile,75,75,5000000.0,1,71.0,70.0,68.0,71.0,82.0,CDM
A. Baredia,Chile,75,75,6000000.0,1,59.0,50.0,58.0,75.0,74.0,"CB, RB"
H. Acevedo,Chile,75,75,5000000.0,1,60.0,50.0,61.0,73.0,78.0,"CB, LB"
E. Kalinski,Argentina,75,75,5500000.0,1,67.0,51.0,72.0,70.0,82.0,"CM, CDM"
V. Forren,Norway,75,76,3800000.0,1,52.0,54.0,60.0,76.0,78.0,CB
F. Lodi,Italy,75,75,2400000.0,2,55.0,65.0,84.0,65.0,66.0,"CDM, CM"
L. Mathis,France,75,75,1300000.0,2,46.0,51.0,70.0,71.0,70.0,"CDM, CM"
K. Hansen,Denmark,75,76,3800000.0,1,75.0,43.0,66.0,75.0,75.0,CB
A. Najar,Honduras,75,79,4500000.0,2,82.0,66.0,70.0,69.0,70.0,"RB, RM"
Osvaldo,Brazil,75,75,3700000.0,1,92.0,70.0,62.0,29.0,47.0,"LW, ST"
A. Losilla,France,75,75,1100000.0,1,52.0,57.0,67.0,72.0,76.0,"CDM, CM, CB"
F. Béria,France,75,75,2300000.0,2,70.0,57.0,71.0,75.0,77.0,"LB, RB"
R. Ovelar,Paraguay,75,75,3900000.0,1,54.0,71.0,65.0,32.0,69.0,ST
André Geraldes,Portugal,75,78,4200000.0,1,78.0,41.0,66.0,74.0,74.0,RB
A. Esiti,Nigeria,75,82,5000000.0,1,51.0,48.0,59.0,74.0,89.0,"CDM, CM"
G. Svensson,Sweden,75,75,4900000.0,1,48.0,45.0,64.0,72.0,80.0,"CDM, CB, CM"
J. Obi,Nigeria,75,76,7500000.0,1,80.0,68.0,71.0,72.0,71.0,CM
Edmilson Junior,Brazil,75,80,9000000.0,1,82.0,73.0,69.0,44.0,66.0,"LM, RM"
M. Vlap,Netherlands,75,82,9500000.0,1,73.0,77.0,70.0,47.0,69.0,"CAM, CM, LW"
R. Würtz,Denmark,75,75,2400000.0,1,57.0,63.0,63.0,75.0,77.0,"CDM, CM"
A. Buksa,Poland,75,77,7000000.0,1,67.0,74.0,57.0,31.0,76.0,ST
T. Ouwejan,Netherlands,75,78,7000000.0,1,72.0,61.0,77.0,69.0,75.0,LB
S. Birindelli,Italy,75,83,12000000.0,1,84.0,49.0,64.0,70.0,66.0,"RWB, RM, RB"
R. Lawal,Nigeria,75,77,4100000.0,1,76.0,70.0,72.0,67.0,85.0,"CDM, CM"
Cléber,Brazil,75,77,4100000.0,2,71.0,42.0,45.0,75.0,79.0,CB
S. Huszti,Hungary,75,75,2500000.0,2,65.0,75.0,77.0,58.0,69.0,"CM, LM, CDM"
G. Hooper,England,75,75,4100000.0,1,71.0,74.0,63.0,27.0,68.0,ST
Ö. Hurmacı,Turkey,75,75,3900000.0,1,78.0,69.0,74.0,35.0,70.0,"CAM, RM, CM"
E. Başsan,Turkey,75,81,5500000.0,1,84.0,71.0,70.0,23.0,59.0,RM
Y. Ait Bennasser,Morocco,75,84,10000000.0,1,75.0,62.0,72.0,63.0,67.0,CM
K. Aktürkoğlu,Turkey,75,81,9000000.0,1,84.0,70.0,67.0,37.0,56.0,"LM, LW, RM"
C. Villagra,Argentina,75,75,3000000.0,1,83.0,56.0,68.0,71.0,75.0,"LB, RB"
N. Colazo,Argentina,75,79,4500000.0,1,80.0,63.0,74.0,71.0,71.0,"LB, LM"
Pep Biel,Spain,75,77,7000000.0,1,74.0,72.0,72.0,48.0,68.0,"CAM, CF"
T. Lorch,South Africa,75,75,5500000.0,1,78.0,73.0,71.0,46.0,55.0,"RW, LW, CF"
P. Stojanović,Slovenia,75,78,7000000.0,1,79.0,51.0,70.0,69.0,72.0,RB
D. Hotto,Namibia,75,75,4700000.0,1,81.0,75.0,75.0,29.0,61.0,"LW, ST, RW"
C. Brunner,Switzerland,75,75,5000000.0,1,69.0,57.0,65.0,74.0,71.0,"RB, CB"
F. Zuqui,Argentina,75,75,5500000.0,1,73.0,63.0,76.0,69.0,73.0,"CM, CAM, CDM"
F. Masuaku,France,75,85,5500000.0,1,84.0,70.0,70.0,72.0,73.0,"LB, LM, LWB"
R. Žulj,Austria,75,75,5500000.0,1,58.0,77.0,77.0,40.0,72.0,"CAM, CM, ST"
A. Erokhin,Russia,75,76,7500000.0,1,67.0,73.0,71.0,65.0,80.0,"CM, CDM, LM, CAM"
D. Kolář,Czech Republic,75,75,3800000.0,1,67.0,74.0,73.0,40.0,61.0,"CAM, CF"
H. Barcos,Argentina,75,75,3300000.0,2,66.0,74.0,69.0,47.0,71.0,ST
A. Yusupov,Russia,75,76,3900000.0,1,70.0,63.0,74.0,71.0,66.0,"CDM, CM"
G. Tutino,Italy,75,83,10000000.0,1,77.0,75.0,71.0,35.0,66.0,"CF, ST"
I. Šunjić,Croatia,75,82,8500000.0,1,70.0,57.0,60.0,76.0,79.0,"CDM, CM"
Unai García,Spain,75,75,4700000.0,1,60.0,42.0,62.0,77.0,75.0,CB
L. Gil,Argentina,75,75,4600000.0,1,63.0,67.0,77.0,66.0,77.0,"CM, CDM"
G. Marchese,Italy,75,75,2700000.0,1,69.0,52.0,62.0,77.0,70.0,"CB, LB"
Cléber Reis,Brazil,75,77,4100000.0,2,71.0,42.0,45.0,75.0,79.0,CB
F. Forestieri,Italy,75,77,5000000.0,2,80.0,70.0,68.0,38.0,62.0,"CAM, LM, ST"
Adeilson Gesser,Brazil,75,75,4200000.0,1,88.0,64.0,69.0,47.0,51.0,CAM
Edvaldisco,Brazil,75,75,3400000.0,1,74.0,58.0,74.0,71.0,73.0,"CDM, CM, CAM"
Claudiano Sobrino,Brazil,75,75,3400000.0,2,73.0,57.0,76.0,72.0,75.0,"CDM, CM"
Robson Denho,Brazil,75,75,3400000.0,1,65.0,60.0,73.0,72.0,78.0,"CDM, CM"
Hugo Goiteira,Brazil,75,75,3400000.0,1,45.0,49.0,57.0,76.0,80.0,CB
Kauã Abranches,Brazil,75,75,4200000.0,1,85.0,64.0,67.0,57.0,61.0,"CAM, RM, RB"
A. Mitriţă,Romania,75,79,8500000.0,1,87.0,68.0,68.0,26.0,54.0,"LW, LM"
Eric Curbelo,Spain,75,76,5500000.0,1,84.0,38.0,66.0,75.0,80.0,"CB, RB"
